"X"	"Y"
-10	235.251137575547
-9.99	278.891183317022
-9.98	238.343177739233
-9.97	277.335361348887
-9.96	298.602951774381
-9.95	250.011022065849
-9.94	262.575025498987
-9.93	250.005448917585
-9.92	232.849896020303
-9.91	272.894824892262
-9.9	232.173386566681
-9.89	251.100862184974
-9.88	235.512073329792
-9.87	267.895208032529
-9.86	268.803368391043
-9.85	252.662604295319
-9.84	266.923774584102
-9.83	245.232317239991
-9.82	258.889353894067
-9.81	267.055951458573
-9.8	272.376771260732
-9.79	234.564941859697
-9.78	240.452688395448
-9.77	222.664240981917
-9.76	262.09466411579
-9.75	264.422378428346
-9.74	232.643765148196
-9.73	220.101007360869
-9.72	283.175550324703
-9.71	269.896730551116
-9.7	222.758191910765
-9.69	240.033624567046
-9.68	224.195483230113
-9.67	259.239571731856
-9.66	225.6981764621
-9.65	259.263469762306
-9.64	248.786757274563
-9.63	274.876469618775
-9.62	243.331999777563
-9.61	266.701881389271
-9.6	248.143077659296
-9.59	235.594848314817
-9.58	266.349583541436
-9.57	273.667744082227
-9.56	263.668301672907
-9.55	222.450303758256
-9.54	221.642399905457
-9.53	247.2873980552
-9.52	266.397197721348
-9.51	228.227921600625
-9.5	227.433567502851
-9.49	272.379288861579
-9.48	217.685792095331
-9.47	270.945970702037
-9.46	264.711790185403
-9.45	251.824314336457
-9.44	257.685182742797
-9.43	229.215895262553
-9.42	229.212228790338
-9.41	268.549836723077
-9.4	200.770841835484
-9.39	240.910164499338
-9.38	263.596268082779
-9.37	236.437580492065
-9.36	246.485506444261
-9.35	203.407170576418
-9.34	233.098073524605
-9.33	208.0028368947
-9.32	246.453188969788
-9.31	239.517382953525
-9.3	195.700784785736
-9.29	212.93915406297
-9.28	202.522630095324
-9.27	213.75559072592
-9.26	258.941990689634
-9.25	243.488669964053
-9.24	240.313924282152
-9.23	207.634032383213
-9.22	202.657248580901
-9.21	199.063498662038
-9.2	209.920305513429
-9.19	255.437387900195
-9.18	209.188298506551
-9.17	231.95933171537
-9.16	226.152918341388
-9.15	247.849313645753
-9.14	229.394669642646
-9.13	213.770624317309
-9.12	250.227537704141
-9.11	238.206863543448
-9.1	202.524110225236
-9.09	217.983828324138
-9.08	197.959304027558
-9.07	184.606322069503
-9.06	220.381149030377
-9.05	220.121168231926
-9.04	197.465587485519
-9.03	245.098031242343
-9.02	244.292986003609
-9.01	215.251314954023
-9	233.549453638206
