"X"	"Y"
-10	303.882714889726
-9.99	220.221935315667
-9.98	282.001289172652
-9.97	241.077926810136
-9.96	303.26096366195
-9.95	237.016241363893
-9.94	248.7138138679
-9.93	222.939219555017
-9.92	254.402804505698
-9.91	251.023422555155
-9.9	232.380049853053
-9.89	258.12788432144
-9.88	288.917086110292
-9.87	289.28163330677
-9.86	309.176153410117
-9.85	247.97167980695
-9.84	262.252080610606
-9.83	219.603879410356
-9.82	282.697130229545
-9.81	261.933345085315
-9.8	282.293422264444
-9.79	268.598457637254
-9.78	260.669857398707
-9.77	293.706388896755
-9.76	285.765487444546
-9.75	289.983655578683
-9.74	222.364352992357
-9.73	263.553587129802
-9.72	209.167634878814
-9.71	214.195699910946
-9.7	272.458375566855
-9.69	285.442990078063
-9.68	276.543900605539
-9.67	283.356732836125
-9.66	247.250441884967
-9.65	239.843061486685
-9.64	247.354237104373
-9.63	277.422583719497
-9.62	201.250142780565
-9.61	205.018198033377
-9.6	217.353006595845
-9.59	250.24614594739
-9.58	202.721900298138
-9.57	244.794173137747
-9.56	192.550194655226
-9.55	224.682432756469
-9.54	193.348392776398
-9.53	275.394544871608
-9.52	196.779603371654
-9.51	192.20578351081
-9.5	272.692845036175
-9.49	245.947787503152
-9.48	249.597742595072
-9.47	271.57121183316
-9.46	266.251473583653
-9.45	224.609053706971
-9.44	218.439586399517
-9.43	234.17222485539
-9.42	258.468569297989
-9.41	211.186331740151
-9.4	210.943882622813
-9.39	264.444215781057
-9.38	194.695892443562
-9.37	268.212190101935
-9.36	205.229701523678
-9.35	247.060029506001
-9.34	181.481695020663
-9.33	252.287812716085
-9.32	234.727639359996
-9.31	248.467033503625
-9.3	187.038157052556
-9.29	264.570745045653
-9.28	275.403289003551
-9.27	258.201777577145
-9.26	266.559559924762
-9.25	175.488114421671
-9.24	237.106898010395
-9.23	206.588261593831
-9.22	220.74773808527
-9.21	241.598626177261
-9.2	233.86614646625
-9.19	183.667123766686
-9.18	228.364786169814
-9.17	186.67905787577
-9.16	241.683006648182
-9.15	189.868345690721
-9.14	199.070268173624
-9.13	221.817145894543
-9.12	211.153105014368
-9.11	236.438985684361
-9.1	185.767746959739
-9.09	187.322858063534
-9.08	260.931506051998
-9.07	231.566520407957
-9.06	199.910661861281
-9.05	243.948937664029
-9.04	178.42563844958
-9.03	226.551806782504
-9.02	254.047202318086
-9.01	173.821571839621
-9	208.597342828018
-8.99	197.886488052992
-8.98	249.65150955983
-8.97	244.399100913056
-8.96	196.843734233182
-8.95	174.367119692016
-8.94	224.525523149388
-8.93	186.362227836049
-8.92	164.603200182723
-8.91	159.273597686264
-8.9	177.131312629152
-8.89	171.274664401428
-8.88	175.042529165715
-8.87	178.776002120714
-8.86	247.074341484268
-8.85	244.519637793255
-8.84	187.269423353839
-8.83	210.263958034753
-8.82	232.069963622273
-8.81	187.916290488302
-8.8	241.746457664538
-8.79	170.3428945433
-8.78	238.049368630421
-8.77	160.122939102042
-8.76	228.911374611635
-8.75	152.223269405496
-8.74	199.929600661445
-8.73	215.189650000929
-8.72	210.055559725375
-8.71	151.433595082889
-8.7	148.111470731386
-8.69	214.252578785188
-8.68	152.145607446811
-8.67	197.239649905504
-8.66	238.417613817356
-8.65	175.229027887134
-8.64	227.754933535488
-8.63	236.923537004933
-8.62	235.47985713236
-8.61	200.535362441544
-8.6	227.927477793672
-8.59	204.290803216421
-8.58	186.583214168996
-8.57	211.16726644275
-8.56	236.134236389091
-8.55	142.53011076138
-8.54	187.790455497228
-8.53	212.132842891557
-8.52	231.25705266214
-8.51	209.15272977745
-8.5	139.788521328979
-8.49	161.538162487598
-8.48	199.537436678727
-8.47	221.528708621933
-8.46	147.257784575446
-8.45	188.664271847064
-8.44	186.284060113955
-8.43	224.474946151709
-8.42	159.064308269841
-8.41	148.948489822589
-8.4	157.586757011708
-8.39	154.391385921318
-8.38	219.232264591316
-8.37	186.853069824575
-8.36	153.773416619331
-8.35	135.138975603258
-8.34	226.494732109981
-8.33	220.597888117865
-8.32	146.951733592407
-8.31	134.253602128305
-8.3	137.328835904747
-8.29	129.232596621172
-8.28	171.374755485418
-8.27	139.053080798981
-8.26	185.319816893648
-8.25	156.743321700939
-8.24	149.200139655633
-8.23	172.898454336869
-8.22	226.407939041068
-8.21	180.141876133724
-8.2	219.660839978158
-8.19	142.911163758899
-8.18	202.195123957806
-8.17	155.105211317116
-8.16	126.577284808013
-8.15	135.176831027455
-8.14	159.845662663659
-8.13	154.292515340201
-8.12	146.132836623281
-8.11	166.786594958292
-8.1	139.874041615801
-8.09	144.715314218277
-8.08	182.719977480782
-8.07	167.514291726526
-8.06	145.403914159471
-8.05	202.650686641137
-8.04	160.099079715891
-8.03	208.623276470585
-8.02	193.459924175204
-8.01	139.232409907616
-8	200.663507011277
-7.99	143.084715162945
-7.98	161.775541287609
-7.97	140.058332285057
-7.96	126.207350947604
-7.95	178.593417199442
-7.94	129.940780812678
-7.93	198.027182146196
-7.92	153.279820857682
-7.91	118.574783413436
-7.9	180.698870091198
-7.89	202.812559804625
-7.88	210.465917531053
-7.87	166.531408787391
-7.86	136.2416442954
-7.85	196.416151546343
-7.84	169.478136663444
-7.83	113.927529560802
-7.82	121.865061009372
-7.81	137.61934557858
-7.8	207.49900883109
-7.79	117.125294842092
-7.78	136.396441114083
-7.77	154.962046984529
-7.76	152.583590994254
-7.75	205.034508631769
-7.74	152.639223711638
-7.73	173.037688974212
-7.72	110.164199269011
-7.71	107.199358828161
-7.7	166.271421285223
-7.69	151.600299292102
-7.68	158.536487196473
-7.67	128.584797229312
-7.66	129.471945493966
-7.65	165.755284684306
-7.64	194.80944817439
-7.63	113.861404895378
-7.62	183.994825215493
-7.61	110.343301329601
-7.6	100.012387954182
-7.59	153.568459407362
-7.58	117.202377271953
-7.57	192.089018666723
-7.56	127.606366817206
-7.55	134.497600014624
-7.54	127.32990723557
-7.53	165.103144459406
-7.52	166.874031431379
-7.51	106.947803781662
-7.5	153.476210769497
-7.49	153.418932471798
-7.48	132.730544372127
-7.47	97.3357290812934
-7.46	101.377805591649
-7.45	175.564819343386
-7.44	117.073269864559
-7.43	161.486444657712
-7.42	164.975488449673
-7.41	114.679105103581
-7.4	189.450228346184
-7.39	152.242588592388
-7.38	136.486364209568
-7.37	110.87057137895
-7.36	159.228778998201
-7.35	122.106641295654
-7.34	113.589072781753
-7.33	92.342518432881
-7.32	134.063049252687
-7.31	97.6189289167557
-7.3	86.6486668296671
-7.29	160.24038016116
-7.28	95.8629308842246
-7.27	105.126442424461
-7.26	148.235978315653
-7.25	184.585610430558
-7.24	119.060387721061
-7.23	144.444538520533
-7.22	126.063377866404
-7.21	166.465699121296
-7.2	129.504354287798
-7.19	136.460262780272
-7.18	168.991747532095
-7.17	165.936543207245
-7.16	128.940408488425
-7.15	119.801042847982
-7.14	113.841523775689
-7.13	124.710997878305
-7.12	143.086140193888
-7.11	176.382795297003
-7.1	177.835434021228
-7.09	142.775126816486
-7.08	143.447768951235
-7.07	178.197383314206
-7.06	150.2656007057
-7.05	119.377706020785
-7.04	109.881237188817
-7.03	89.1889548842085
-7.02	114.111809846399
-7.01	147.302350745565
-7	156.198741824769
-6.99	138.823807850609
-6.98	150.357010158864
-6.97	164.321349143633
-6.96	121.790818019546
-6.95	98.2892011535588
-6.94	150.029840514925
-6.93	128.698241577169
-6.92	141.933184841453
-6.91	88.4879189446619
-6.9	109.170402495673
-6.89	93.5549002426754
-6.88	73.1514619325356
-6.87	148.26815624931
-6.86	114.812485485701
-6.85	118.860018739096
-6.84	113.378927764387
-6.83	123.875983804773
-6.82	95.162202181366
-6.81	104.636746592674
-6.8	112.872879408136
-6.79	128.62069421085
-6.78	125.087874295622
-6.77	150.340397834795
-6.76	115.469046449639
-6.75	141.782429867057
-6.74	116.955846469856
-6.73	148.026867725772
-6.72	115.692356777431
-6.71	84.7915319413518
-6.7	98.0173532206642
-6.69	164.718335189144
-6.68	158.395662265927
-6.67	91.7129800315372
-6.66	108.367910651999
-6.65	159.143344461282
-6.64	75.6378848456021
-6.63	153.489339843371
-6.62	145.972854975398
-6.61	145.384217288983
-6.6	79.2284677382252
-6.59	117.551996677517
-6.58	100.564597901031
-6.57	91.0000653360165
-6.56	117.187994618888
-6.55	112.474416462124
-6.54	125.366663007455
-6.53	91.8616066837007
-6.52	60.8465228709406
-6.51	108.562377000316
-6.5	74.5583040464687
-6.49	146.826248345931
-6.48	146.303469821708
-6.47	151.299224914089
-6.46	65.8356932296342
-6.45	137.537782613085
-6.44	143.403633719381
-6.43	141.538787563184
-6.42	95.1143096383485
-6.41	89.2576076701636
-6.4	122.700735276906
-6.39	152.375793670268
-6.38	55.7799115221798
-6.37	87.3280419670871
-6.36	51.7367155159206
-6.35	106.685618122391
-6.34	146.474400001378
-6.33	121.048532416371
-6.32	75.3150145038377
-6.31	145.688725567822
-6.3	71.8808949837538
-6.29	138.909287500378
-6.28	145.701904702485
-6.27	149.795404408151
-6.26	107.039950526279
-6.25	88.4719229672195
-6.24	52.7074561005437
-6.23	75.0587331280717
-6.22	149.175128821212
-6.21	125.354818090002
-6.2	123.690937080475
-6.19	69.612112745859
-6.18	85.7335320341718
-6.17	66.2734267493586
-6.16	81.0517274452739
-6.15	48.780108548879
-6.14	76.4588174606232
-6.13	118.110688584557
-6.12	106.442707337862
-6.11	72.6395875673976
-6.1	84.7230509553067
-6.09	50.954758334001
-6.08	87.8932706846611
-6.07	103.307704189083
-6.06	98.4879722325759
-6.05	52.7172893331127
-6.04	94.4455128655844
-6.03	134.021245106129
-6.02	89.9631030111667
-6.01	58.4988892829063
-6	82.982845874745
-5.99	123.417129278706
-5.98	89.0700714191547
-5.97	107.647985284251
-5.96	81.6112032085727
-5.95	109.843217542059
-5.94	137.107433136841
-5.93	97.9580326669947
-5.92	122.464778677967
-5.91	102.646854645479
-5.9	71.1018514327646
-5.89	108.890144944304
-5.88	119.03867400479
-5.87	70.271165938416
-5.86	130.552300082124
-5.85	121.91875820571
-5.84	57.4684864606891
-5.83	95.5714999035839
-5.82	133.30990013103
-5.81	80.4274406880646
-5.8	53.6795175538499
-5.79	42.32854954641
-5.78	133.249992478154
-5.77	107.29583336839
-5.76	67.1939138858853
-5.75	104.858806925638
-5.74	75.3945995422285
-5.73	105.088224483704
-5.72	45.1623730807818
-5.71	64.742406782285
-5.7	41.1981837170738
-5.69	63.4009064013112
-5.68	85.7964067677776
-5.67	106.795583633272
-5.66	101.876249870751
-5.65	78.5947873506983
-5.64	30.6448127692573
-5.63	89.101072428026
-5.62	103.111509034306
-5.61	125.76299279484
-5.6	41.8154655265128
-5.59	103.485813867001
-5.58	69.0693895128524
-5.57	99.8107854774023
-5.56	101.025670458653
-5.55	76.1518351346017
-5.54	99.142547534636
-5.53	108.557494406773
-5.52	64.7024459476323
-5.51	60.3208863711053
-5.5	74.148282732025
-5.49	61.7463567372398
-5.48	81.6335218901235
-5.47	40.0887593966483
-5.46	111.574905007398
-5.45	87.6833387616291
-5.44	45.2589535246023
-5.43	102.875557306457
-5.42	33.2527074387753
-5.41	75.5889190802755
-5.4	41.6532108331904
-5.39	50.0234170725474
-5.38	43.2141109065504
-5.37	33.9109383217468
-5.36	66.4238124886311
-5.35	33.3608905144855
-5.34	45.39470883647
-5.33	73.2558821379125
-5.32	48.4751580100721
-5.31	47.0156778193099
-5.3	70.8222239427302
-5.29	118.321403355998
-5.28	48.6768406286699
-5.27	73.7105489332987
-5.26	19.6196391110803
-5.25	76.8407140160664
-5.24	55.6683814790998
-5.23	96.6012899414353
-5.22	43.6226884247145
-5.21	89.7541879610276
-5.2	18.3909404805529
-5.19	68.9129425572019
-5.18	30.1933817991098
-5.17	19.3071005272288
-5.16	102.51801884804
-5.15	47.3056834850027
-5.14	67.1452710730375
-5.13	29.4815190929379
-5.12	42.4679665109559
-5.11	72.8667435671105
-5.1	91.1220575019961
-5.09	72.4356671669883
-5.08	45.6878653760155
-5.07	22.3399899828517
-5.06	48.4750562921565
-5.05	43.6662772238363
-5.04	56.2861360281823
-5.03	15.8402558728283
-5.02	73.7589737276572
-5.01	72.7137955306644
-5	65.6771335110297
-4.99	111.491399997031
-4.98	50.289929191767
-4.97	32.7990412814931
-4.96	75.612514877199
-4.95	97.1585900663452
-4.94	43.6067479711829
-4.93	34.805431577741
-4.92	93.3419949615035
-4.91	31.879985431635
-4.9	60.9698673461128
-4.89	38.1009798115854
-4.88	95.6695170882957
-4.87	58.0294149769474
-4.86	40.0196545485236
-4.85	11.0992968795628
-4.84	32.470354468838
-4.83	77.0330930815517
-4.82	99.7132368813376
-4.81	19.8497378465854
-4.8	102.28209574215
-4.79	79.6431779552287
-4.78	29.4612949145357
-4.77	49.7234637424624
-4.76	55.9454312720361
-4.75	80.7972600019077
-4.74	14.5882980454458
-4.73	97.4238387368635
-4.72	35.184756631559
-4.71	72.5246594770567
-4.7	62.488386343877
-4.69	8.83706948648685
-4.68	27.6517653216827
-4.67	54.5436405588086
-4.66	5.99439647872029
-4.65	52.8777954768236
-4.64	58.2891762973188
-4.63	4.77338050382042
-4.62	28.3701039500706
-4.61	61.1187259077373
-4.6	11.2935309710835
-4.59	88.276543699396
-4.58	79.8597496093211
-4.57	64.57146883092
-4.56	101.857691080465
-4.55	4.4159136826886
-4.54	10.7037338283897
-4.53	12.9958127782456
-4.52	38.5877950348251
-4.51	58.3018537527779
-4.5	73.0467461485033
-4.49	71.2893623720625
-4.48	25.9180452343095
-4.47	47.7487032649548
-4.46	58.2911157383663
-4.45	71.7758044458059
-4.44	60.7262071625044
-4.43	96.2045109147061
-4.42	57.4258193938695
-4.41	76.3205036368374
-4.4	35.7019599781717
-4.39	0.647017003623048
-4.38	33.2181401136992
-4.37	13.2957701159755
-4.36	5.93708227780944
-4.35	6.50474041647622
-4.34	-4.87315692306128
-4.33	38.5838611661022
-4.32	37.8233128113843
-4.31	85.6839884946452
-4.3	9.40325986648039
-4.29	90.3633269881729
-4.28	73.8190689394489
-4.27	89.8479314706099
-4.26	71.2046065504977
-4.25	-0.469853450857698
-4.24	24.9523347907027
-4.23	66.2321450566473
-4.22	9.39325617061556
-4.21	70.2165148275911
-4.2	58.5301488323217
-4.19	15.8397624279199
-4.18	66.5294038503476
-4.17	74.487667929936
-4.16	-3.50463802831676
-4.15	68.0933702373034
-4.14	8.71431511668736
-4.13	37.2039064488904
-4.12	67.9253841366044
-4.11	3.27280213476426
-4.1	26.7175145345675
-4.09	-2.08183453999653
-4.08	87.2031886234275
-4.07	56.3359391087198
-4.06	49.3428375822823
-4.05	8.9777665829134
-4.04	47.3200005009111
-4.03	44.6159307878925
-4.02	2.40512085399519
-4.01	35.5887735534862
-4	46.7501799882712
-3.99	-10.8742583184478
-3.98	37.5321514374452
-3.97	18.7076006145271
-3.96	87.3086727729444
-3.95	84.8065696027516
-3.94	61.6599199329852
-3.93	88.5819736939913
-3.92	72.6475884931685
-3.91	30.3664471855585
-3.9	49.8783825295691
-3.89	-12.6475948324668
-3.88	-11.0912188327742
-3.87	41.2956019230671
-3.86	13.5558890519889
-3.85	48.7012502539671
-3.84	15.0471682260079
-3.83	19.5116906838618
-3.82	20.468218232315
-3.81	38.4021632566341
-3.8	38.6315984586833
-3.79	33.818844837015
-3.78	84.3966811903837
-3.77	5.33079972661712
-3.76	73.8209280665505
-3.75	18.1564179817037
-3.74	52.7209657869908
-3.73	76.7328528898147
-3.72	-0.263786986869235
-3.71	49.7600091980843
-3.7	63.523339340265
-3.69	39.5320987948941
-3.68	75.689558116232
-3.67	81.4043909259834
-3.66	-10.1039079196616
-3.65	12.6186900160583
-3.64	12.8814265974762
-3.63	13.5532996923809
-3.62	19.4633860729876
-3.61	36.1262690745116
-3.6	33.1498140421019
-3.59	77.1720505523127
-3.58	-3.12102637155198
-3.57	14.3058241482211
-3.56	53.303971752574
-3.55	-11.1772776138672
-3.54	-14.7775457148126
-3.53	-16.1273984999213
-3.52	11.6166827182682
-3.51	71.310616497451
-3.5	52.0516474164115
-3.49	68.6711809634146
-3.48	23.443579256329
-3.47	14.2553516673132
-3.46	31.0376878345492
-3.45	-8.19866517098266
-3.44	27.1335578349892
-3.43	34.4054710675516
-3.42	62.7955120354093
