"X"	"Y"
-10	271.062581996585
-9.99	265.563680246965
-9.98	279.117339419385
-9.97	257.448672495029
-9.96	277.570077983801
-9.95	262.511537235342
-9.94	256.791260499467
-9.93	267.711207724505
-9.92	263.375605522843
-9.91	249.936691070701
-9.9	265.355632199037
-9.89	253.044902242762
-9.88	263.911673639848
-9.87	266.159246901396
-9.86	258.239907969367
-9.85	243.702615304351
-9.84	227.487306010759
-9.83	248.660008259618
-9.82	253.074313306223
-9.81	245.691227215724
-9.8	249.664708171881
-9.79	231.643347882641
-9.78	255.700723650218
-9.77	253.897180152817
-9.76	257.047009586389
-9.75	240.703821125927
-9.74	267.603265490669
-9.73	252.089351499556
-9.72	245.970568448062
-9.71	271.686486244178
-9.7	249.910404733417
-9.69	252.676831372045
-9.68	242.068012363748
-9.67	234.837871327098
-9.66	241.534553404457
-9.65	253.648225870948
-9.64	246.141321080256
-9.63	235.318037622252
-9.62	250.81509851704
-9.61	230.847262250626
-9.6	253.242369301187
-9.59	246.33952261569
-9.58	239.070061508486
-9.57	248.714640598116
-9.56	229.504168047731
-9.55	241.881577429549
-9.54	245.831505203459
-9.53	249.61119687294
-9.52	241.730948137183
-9.51	256.641590141021
-9.5	242.408769065633
-9.49	240.151054705563
-9.48	239.415414820126
-9.47	233.509966630101
-9.46	238.307623876906
-9.45	247.702916756888
-9.44	234.470029886723
-9.43	240.769061759053
-9.42	242.170184221733
-9.41	235.762831075531
-9.4	224.298257131743
-9.39	235.243484763418
-9.38	223.839609551486
-9.37	233.739751712825
-9.36	241.912018746621
-9.35	231.680230118371
-9.34	217.011653045917
-9.33	233.006919681287
-9.32	223.936222745981
-9.31	227.526541536999
-9.3	228.60938482235
-9.29	226.540705403038
-9.28	232.47855535443
-9.27	242.750521333755
-9.26	231.141868877422
-9.25	226.038796154871
-9.24	215.940816557863
-9.23	232.84245571428
-9.22	224.080432082263
-9.21	229.348916143851
-9.2	226.035553979685
-9.19	216.352781398673
-9.18	236.705010386195
-9.17	229.662234503006
-9.16	234.253301753852
-9.15	213.842404983153
-9.14	216.545932071813
-9.13	237.602983949449
-9.12	220.485336152521
-9.11	221.468535887194
-9.1	212.297111524229
-9.09	222.635486367484
-9.08	214.978884788093
-9.07	215.037805295514
-9.06	214.177918465973
-9.05	186.902338799981
-9.04	208.638761276598
-9.03	201.967717173089
-9.02	224.085347559052
-9.01	214.195728994118
-9	220.939428700322
-8.99	235.772731368497
-8.98	227.278660671322
-8.97	200.795893137964
-8.96	217.380624722916
-8.95	208.533820012439
-8.94	217.359916410976
-8.93	217.580398481596
-8.92	207.293269052759
-8.91	202.805388540991
-8.9	219.609883429744
-8.89	220.896222831759
-8.88	202.2626333065
-8.87	193.608633684384
-8.86	214.956133369293
-8.85	210.235699854876
-8.84	205.692039740124
-8.83	221.674218752629
-8.82	220.330280196209
-8.81	207.671382125877
-8.8	217.342271647372
-8.79	218.280217564605
-8.78	209.998867798376
-8.77	215.722196853158
-8.76	196.317752880127
-8.75	206.706572792871
-8.74	205.087031230455
-8.73	187.245055680308
-8.72	188.344087701783
-8.71	200.766521666482
-8.7	193.938034510353
-8.69	197.876847526319
-8.68	194.423505961549
-8.67	213.737343977012
-8.66	190.106857520239
-8.65	209.651130942142
-8.64	184.068803194551
-8.63	192.354499898808
-8.62	191.231810100817
-8.61	197.238894111939
-8.6	200.06266082343
-8.59	186.968309104884
-8.58	210.097627354084
-8.57	193.07635104108
-8.56	190.639889130155
-8.55	190.657965343893
-8.54	185.872354323903
-8.53	184.61919943571
-8.52	193.829013271321
-8.51	182.806491377921
-8.5	202.555141544155
-8.49	200.354582466141
-8.48	199.00107974249
-8.47	191.067440436656
-8.46	195.09625268378
-8.45	189.476411826266
-8.44	172.161149127263
-8.43	182.485306851206
-8.42	189.354704905362
-8.41	198.324305408626
-8.4	194.340574872987
-8.39	169.724128689049
-8.38	201.810796601466
-8.37	180.783407527513
-8.36	179.894035784558
-8.35	181.525629501196
-8.34	187.743255206633
-8.33	169.993213826166
-8.32	150.051556142161
-8.31	187.984920956583
-8.3	188.1620009039
-8.29	191.714937433065
-8.28	167.17317150012
-8.27	181.802882728565
-8.26	193.844404663264
-8.25	165.87902046032
-8.24	186.625744382906
-8.23	172.618863576594
-8.22	180.627015557664
-8.21	171.04462379069
-8.2	178.275735670771
-8.19	175.286962583606
-8.18	176.594484412565
-8.17	178.596103970505
-8.16	164.464380594871
-8.15	171.553616351366
-8.14	176.184409429606
-8.13	169.081336985275
-8.12	148.75148206518
-8.11	164.623134458519
-8.1	192.587052916938
-8.09	181.687513513895
-8.08	179.011126868418
-8.07	180.98939432454
-8.06	166.182020507391
-8.05	155.599791503954
-8.04	167.400989659862
-8.03	154.6285770753
-8.02	173.310474261339
-8.01	160.073422574692
-8	168.908759254651
-7.99	144.979465681247
-7.98	158.095919851181
-7.97	190.664046600142
-7.96	152.908957188195
-7.95	164.111873012649
-7.94	171.570158238971
-7.93	155.99902487785
-7.92	160.638972077342
-7.91	159.103130002191
-7.9	159.079568251399
